261,256
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0
0,0,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0,0
0,0,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0
0,0,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0
0,0,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0
0,0,7,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0
0,0,7,7,1,0,16,16,16,16,16,16,1,16,16,16,16,16,16,16,0,1,7,0,0,0
0,0,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0
0,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,0,0,0
0,7,7,7,12,0,16,12,16,16,16,16,1,16,16,16,16,16,16,16,0,1,7,0,0,0
0,7,7,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,0,0,0,1,7,7,0,0
0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,7,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,7,0,0
0,0,0,0,1,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,1,7,0,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0,0
0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
