261,260
0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0
0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0
0,0,0,0,0,0,0,0,0,6,6,6,0,0,6,6,6,6,6,6,6,6,6,6,0,0
0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,6,6,6,6,6,6,6,6,6,0,0
0,0,0,0,6,6,6,6,6,0,0,0,0,0,6,6,6,6,6,6,6,0,0,0,0,0
0,0,6,6,6,6,6,6,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6,6,6,6
0,6,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1
1,7,7,7,1,7,7,7,7,7,0,6,0,0,6,6,6,6,6,6,6,0,1,1,1,1
0,0,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,1,6,7,7
0,0,0,0,1,6,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,7,7
0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,1,6,0,0
0,0,0,0,1,6,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,1,6,0,0
0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,6,0,0
0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,6,0,0
0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,6,0,0
0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,6,0,0
0,0,0,0,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,0,0
0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
