235,249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,6,6
0,0,0,0,0,15,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,6,6,10,6
0,0,0,15,1,1,1,10,1,1,15,0,0,0,0,0,0,14,14,0,0,0,0,6,10,6
0,0,15,1,1,10,10,10,10,1,1,15,0,0,0,0,0,14,14,14,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,1,1,1,15,0,0,0,14,14,14,0,0,0,0,0,0
1,1,1,0,0,0,0,0,0,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1,11,11,11,0,0,0,0,0,0,0,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
1,11,11,11,0,0,0,0,0,14,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,14,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,15,15,0,0,0,0,0,14,14,14,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,15,15,0,0,0,0,0,14,14,14,0,0,0,1,1,1,1,1,0,0,0,0,10,10,10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,10,10
1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,0,0,0,0,0,0,0,13,13,13,13
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,13,13,13,13,13
0,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,13,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,13,13,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,13,13,13,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,13,13,13,13,13,13,13,13,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,13,13,13,13,13,13,13,13,13
