13,299
10,10,10,10,10,10,10,10,10,10,10,11,1,11,10,10,10,10,10,10,10,10,10,10,10,10
10,10,10,10,10,10,10,10,10,10,10,11,1,1,1,1,1,1,1,1,1,1,1,1,10,10
10,10,10,10,10,10,10,10,10,10,10,11,0,11,10,10,10,10,10,10,10,10,10,1,10,10
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,10,10
10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,1,10,10
10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,10,1,10,10
10,10,1,0,1,10,10,0,10,10,10,10,10,10,10,10,0,10,10,1,10,1,10,1,10,10
10,0,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,10,1,10,1,10,1,10,10
10,0,1,10,1,10,1,10,10,10,10,10,10,10,10,10,6,1,10,1,10,1,10,1,0,10
10,13,1,10,1,10,1,10,1,1,1,1,1,1,1,1,6,1,10,1,10,1,10,1,0,10
10,13,1,10,1,10,1,10,1,6,6,6,6,6,6,1,6,1,10,1,10,1,10,1,13,10
10,13,1,10,1,10,1,0,1,6,1,1,1,6,6,1,6,1,10,1,10,1,10,1,13,10
10,0,1,10,1,10,1,10,1,6,1,6,0,6,6,1,6,1,10,1,0,1,10,1,13,10
10,0,1,10,1,10,1,10,1,6,1,1,1,1,1,1,6,1,10,1,10,1,10,1,0,10
10,10,1,10,1,10,1,10,1,6,6,6,6,6,6,6,6,1,10,1,10,1,10,1,0,10
10,10,1,10,1,10,1,10,1,1,1,1,1,1,1,1,1,1,10,1,10,1,10,1,10,10
10,10,1,10,1,10,1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,1,10,1,10,10
10,10,1,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,1,10,1,10,10
10,10,1,10,1,10,0,10,10,10,10,10,10,10,10,10,0,10,10,10,10,1,10,1,10,10
10,10,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,10,10
10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10
10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10
10,10,10,10,10,10,10,10,10,10,0,0,13,13,13,0,0,10,10,10,10,10,10,10,10,10
