1,598
1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0,0,7,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,10,10,0,0,0
0,0,0,0,0,1,1,0,0,0,7,7,0,0,0,0,7,0,0,0,0,10,0,10,0,0
0,0,0,0,0,0,1,1,0,0,0,7,7,7,7,7,7,0,0,0,0,10,0,0,10,0
0,0,0,0,0,0,0,1,1,14,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10
0,0,0,0,0,0,0,0,0,0,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
0,0,0,6,0,0,6,0,0,0,0,7,7,7,0,0,0,0,1,1,1,0,0,0,0,0
0,0,0,6,0,0,0,6,0,0,0,7,0,7,7,7,7,0,0,0,1,1,1,0,0,0
0,0,0,6,6,0,0,0,6,0,0,7,7,0,0,0,7,7,0,0,0,0,1,0,0,0
0,0,0,0,6,6,0,6,6,0,0,0,7,0,0,0,0,7,7,0,0,0,1,1,1,11
0,0,0,0,0,6,6,6,0,0,0,0,0,7,7,7,7,7,7,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,11,1
